"","word","n"
"9187","are some of my",11
"9188","are you at the",11
"9189","are you doing i",11
"9190","are you interested in",11
"9191","as a result they",11
"9192","as a result we",11
"9193","as bad as it",11
"9194","as close to the",11
"9195","as far away as",11
"9196","as good as your",11
"9197","as he tried to",11
"9198","as i write this",11
"9199","as if it was",11
"9200","as long as she",11
"9201","as long as you're",11
"9202","as someone who has",11
"9203","as soon as it",11
"9204","as well as being",11
"9205","at a later time",11
"9206","at a time of",11
"9207","at a young age",11
"9208","at an all time",11
"9209","at first you don't",11
"9210","at hollywood body club",11
"9211","at least an hour",11
"9212","at least for now",11
"9213","at one point in",11
"9214","at one point the",11
"9215","at some point i",11
"9216","at the door and",11
"9217","at the home of",11
"9218","at the mercy of",11
"9219","at the museum of",11
"9220","at the point where",11
"9221","at the risk of",11
"9222","at the side of",11
"9223","at the state capitol",11
"9224","back and forth to",11
"9225","back and forth with",11
"9226","back in the swing",11
"9227","back to work for",11
"9228","be a great time",11
"9229","be a lot more",11
"9230","be able to provide",11
"9231","be able to say",11
"9232","be added to the",11
"9233","be as good as",11
"9234","be good to see",11
"9235","be more of a",11
"9236","be on the look",11
"9237","be sure to follow",11
"9238","be the one to",11
"9239","be the same as",11
"9240","be there for you",11
"9241","beautiful day in the",11
"9242","because i wanted to",11
"9243","because most of the",11
"9244","because you never know",11
"9245","because you want to",11
"9246","been around for a",11
"9247","been on twitter in",11
"9248","believe that it is",11
"9249","benefit of the doubt",11
"9250","best day of all",11
"9251","best day of my",11
"9252","best of both worlds",11
"9253","best of seven series",11
"9254","best part is that",11
"9255","best player in the",11
"9256","best thing to do",11
"9257","between the two of",11
"9258","blues coach ken hitchcock",11
"9259","body at hollywood body",11
"9260","but for me it",11
"9261","but i am glad",11
"9262","but i am so",11
"9263","but i can say",11
"9264","but i can see",11
"9265","but i can't find",11
"9266","but i don’t know",11
"9267","but i thought it",11
"9268","but i was just",11
"9269","but i’m going to",11
"9270","but it turns out",11
"9271","but it was still",11
"9272","but now i have",11
"9273","but the only thing",11
"9274","but you don't have",11
"9275","by a group of",11
"9276","by gov chris christie",11
"9277","by the power of",11
"9278","by the time it",11
"9279","by the time she",11
"9280","by the way you",11
"9281","can be in the",11
"9282","can get back to",11
"9283","can help you with",11
"9284","can i just say",11
"9285","can make it to",11
"9286","can we get a",11
"9287","can't make it to",11
"9288","can't think of anything",11
"9289","cant wait for the",11
"9290","chairman and chief executive",11
"9291","charged with second degree",11
"9292","chief of staff to",11
"9293","city in the world",11
"9294","coach nate mcmillan said",11
"9295","come down to the",11
"9296","come hang out with",11
"9297","come out and support",11
"9298","come to think of",11
"9299","conference player of the",11
"9300","continue to be a",11
"9301","corn on the cob",11
"9302","could be a good",11
"9303","could be better than",11
"9304","county executive ed fitzgerald",11
"9305","county medical examiner's office",11
"9306","decided to give it",11
"9307","declined to say how",11
"9308","department of environmental protection",11
"9309","deputy director of the",11
"9310","did not immediately return",11
"9311","did you end up",11
"9312","did you get your",11
"9313","did you know the",11
"9314","didn't think it was",11
"9315","directly in front of",11
"9316","do anything about it",11
"9317","do i have a",11
"9318","do not have any",11
"9319","do say so myself",11
"9320","do the best day",11
"9321","do with my life",11
"9322","do you ever get",11
"9323","do you get to",11
"9324","do you guys think",11
"9325","do you have for",11
"9326","do you think i",11
"9327","do you think is",11
"9328","does anyone know of",11
"9329","does not have any",11
"9330","don't care what you",11
"9331","don't even have to",11
"9332","don't even want to",11
"9333","don't have to wait",11
"9334","don't know what the",11
"9335","don't really know what",11
"9336","don't want it to",11
"9337","don’t have to be",11
"9338","done a good job",11
"9339","down the street and",11
"9340","during the day and",11
"9341","early on in the",11
"9342","editor in chief of",11
"9343","end up in the",11
"9344","ends of the earth",11
"9345","every one of us",11
"9346","every time i hear",11
"9347","everyone who came to",11
"9348","fact that i have",11
"9349","fact that i was",11
"9350","fact that it is",11
"9351","fannie mae and freddie",11
"9352","far as to say",11
"9353","far away from the",11
"9354","far cry from the",11
"9355","feel free to send",11
"9356","feeling in the world",11
"9357","fill in the blanks",11
"9358","first nine months of",11
"9359","first start of the",11
"9360","first time i have",11
"9361","first you don't succeed",11
"9362","five years ago the",11
"9363","follow follow follow follow",11
"9364","follow me on instagram",11
"9365","for a few more",11
"9366","for a good cause",11
"9367","for a good reason",11
"9368","for a minute or",11
"9369","for a week and",11
"9370","for a week or",11
"9371","for a while it",11
"9372","for about a month",11
"9373","for about a week",11
"9374","for about a year",11
"9375","for all i know",11
"9376","for an hour or",11
"9377","for at least three",11
"9378","for letting us know",11
"9379","for me i am",11
"9380","for me to see",11
"9381","for one of my",11
"9382","for quite a while",11
"9383","for the development of",11
"9384","for the ff shout",11
"9385","for the first few",11
"9386","for the good of",11
"9387","for the long term",11
"9388","for the mention i",11
"9389","for the opportunity to",11
"9390","for the people who",11
"9391","for this kind of",11
"9392","for this week's challenge",11
"9393","for those who don't",11
"9394","for two years and",11
"9395","for you to come",11
"9396","found it to be",11
"9397","found out about the",11
"9398","four or five years",11
"9399","free game online paintball",11
"9400","friend of mine who",11
"9401","from now on i",11
"9402","from the bottom of",11
"9403","from the fact that",11
"9404","from the heat and",11
"9405","from the likes of",11
"9406","from the start of",11
"9407","game online paintball play",11
"9408","get a hold of",11
"9409","get much better than",11
"9410","get ready for work",11
"9411","get rid of that",11
"9412","get to see him",11
"9413","getting in the way",11
"9414","give a shout out",11
"9415","give it a shot",11
"9416","give me a chance",11
"9417","glad to see the",11
"9418","glad you like the",11
"9419","go for a run",11
"9420","go to bed and",11
"9421","goes on and on",11
"9422","going back to school",11
"9423","going through the motions",11
"9424","going to be here",11
"9425","going to be really",11
"9426","going to come out",11
"9427","going to get my",11
"9428","going to happen to",11
"9429","going to make me",11
"9430","going to need a",11
"9431","going to see a",11
"9432","going to want to",11
"9433","good friend of mine",11
"9434","good luck to you",11
"9435","good thanks for the",11
"9436","got the chance to",11
"9437","got to see the",11
"9438","gotten to the point",11
"9439","gov chris christie and",11
"9440","great thanks for the",11
"9441","growing up in a",11
"9442","growing up in the",11
"9443","guess i'll have to",11
"9444","guys are the best",11
"9445","had a hand in",11
"9446","had an opportunity to",11
"9447","had the ability to",11
"9448","had to choose between",11
"9449","had to go through",11
"9450","happy birthday hope you",11
"9451","hard work pays off",11
"9452","has been a good",11
"9453","has been a little",11
"9454","has been around for",11
"9455","has no plans to",11
"9456","has proven to be",11
"9457","has some of the",11
"9458","has the support of",11
"9459","has to say about",11
"9460","have a history of",11
"9461","have a pretty good",11
"9462","have a really good",11
"9463","have always wanted to",11
"9464","have an interest in",11
"9465","have any of you",11
"9466","have been a good",11
"9467","have been part of",11
"9468","have done it without",11
"9469","have fun at the",11
"9470","have in the past",11
"9471","have no choice but",11
"9472","have said it better",11
"9473","have so much fun",11
"9474","have something to do",11
"9475","have the potential to",11
"9476","have the support of",11
"9477","have to do what",11
"9478","have to find a",11
"9479","have to get it",11
"9480","have to live with",11
"9481","have to think about",11
"9482","haven't had time to",11
"9483","having a great week",11
"9484","having one of those",11
"9485","he also has a",11
"9486","he had a lot",11
"9487","he had to say",11
"9488","he is a great",11
"9489","he must have been",11
"9490","he said in the",11
"9491","he seems to be",11
"9492","he thought it was",11
"9493","he wanted to be",11
"9494","he was a good",11
"9495","he was a great",11
"9496","he was a little",11
"9497","he was born in",11
"9498","he was ready to",11
"9499","he was unaware of",11
"9500","he will be a",11
"9501","he's not going to",11
"9502","hello my name is",11
"9503","here are some pictures",11
"9504","here in the united",11
"9505","here's my number so",11
"9506","hi my name is",11
"9507","his way into the",11
"9508","hit by a bus",11
"9509","hoping for the best",11
"9510","how about you i",11
"9511","how am i supposed",11
"9512","how did i not",11
"9513","how do we get",11
"9514","how have u been",11
"9515","how in the world",11
"9516","how is that possible",11
"9517","how much do i",11
"9518","how much of the",11
"9519","how to do that",11
"9520","how to make the",11
"9521","how was your weekend",11
