"","word","n"
"37869","by the legislature",13
"37870","by the most",13
"37871","by the recession",13
"37872","by the rules",13
"37873","by the sea",13
"37874","by this point",13
"37875","call from the",13
"37876","call in the",13
"37877","call me if",13
"37878","calls for the",13
"37879","came down with",13
"37880","came to light",13
"37881","came with a",13
"37882","can and should",13
"37883","can be no",13
"37884","can buy a",13
"37885","can come in",13
"37886","can focus on",13
"37887","can hardly wait",13
"37888","can i please",13
"37889","can often be",13
"37890","can read the",13
"37891","can see in",13
"37892","can watch the",13
"37893","can work with",13
"37894","can you go",13
"37895","can you not",13
"37896","can you send",13
"37897","can't believe the",13
"37898","can't do anything",13
"37899","can't even imagine",13
"37900","can't find my",13
"37901","can't get it",13
"37902","can't get to",13
"37903","can't see it",13
"37904","can’t think of",13
"37905","care about you",13
"37906","care of business",13
"37907","care of myself",13
"37908","case of a",13
"37909","case you missed",13
"37910","cash on hand",13
"37911","caught the attention",13
"37912","cause i don't",13
"37913","cause i love",13
"37914","center and the",13
"37915","center at the",13
"37916","center on the",13
"37917","challenge this week",13
"37918","chance of a",13
"37919","chance of winning",13
"37920","chance to make",13
"37921","charged with aggravated",13
"37922","charles for more",13
"37923","cheer me up",13
"37924","child left behind",13
"37925","children and their",13
"37926","circle of friends",13
"37927","city of new",13
"37928","civil rights movement",13
"37929","civil war and",13
"37930","claim that the",13
"37931","clean up after",13
"37932","clear from the",13
"37933","cleveland state university",13
"37934","club in the",13
"37935","coach in the",13
"37936","come by the",13
"37937","come in a",13
"37938","come into play",13
"37939","come to work",13
"37940","come visit me",13
"37941","comes to an",13
"37942","comfort zone and",13
"37943","coming back for",13
"37944","coming back from",13
"37945","coming in and",13
"37946","coming out with",13
"37947","coming soon i",13
"37948","coming to town",13
"37949","coming to visit",13
"37950","coming up next",13
"37951","commander of the",13
"37952","commissioner david stern",13
"37953","community and the",13
"37954","companies that have",13
"37955","company said in",13
"37956","compared to other",13
"37957","compared to what",13
"37958","component of the",13
"37959","concern about the",13
"37960","congratulations on your",13
"37961","congratulations to all",13
"37962","cool is that",13
"37963","cool to see",13
"37964","cooperate with the",13
"37965","costs of the",13
"37966","could afford to",13
"37967","could at least",13
"37968","could be very",13
"37969","could come up",13
"37970","could have used",13
"37971","could see a",13
"37972","could still be",13
"37973","could try to",13
"37974","couldn't be happier",13
"37975","couldn't have been",13
"37976","couldn't have done",13
"37977","county department of",13
"37978","county district attorney",13
"37979","county executive ed",13
"37980","county sheriff's deputies",13
"37981","couple of other",13
"37982","course i am",13
"37983","course there is",13
"37984","cracks me up",13
"37985","creator of the",13
"37986","currently in the",13
"37987","cut and paste",13
"37988","dad and i",13
"37989","day disabled list",13
"37990","day one of",13
"37991","day she said",13
"37992","day that is",13
"37993","day this week",13
"37994","day was a",13
"37995","day will be",13
"37996","days and the",13
"37997","days i was",13
"37998","days on the",13
"37999","decide if i",13
"38000","decide what to",13
"38001","definitely want to",13
"38002","degree murder in",13
"38003","departure from the",13
"38004","described as the",13
"38005","destined to be",13
"38006","devoted to the",13
"38007","did for the",13
"38008","did i ever",13
"38009","did i really",13
"38010","did i tell",13
"38011","did it on",13
"38012","did not seem",13
"38013","did nothing to",13
"38014","did we have",13
"38015","did you enjoy",13
"38016","didn't do anything",13
"38017","didn't go to",13
"38018","didn't have time",13
"38019","didn't know if",13
"38020","didn't know the",13
"38021","didn't know there",13
"38022","didn't need to",13
"38023","didn't take a",13
"38024","difficult to find",13
"38025","difficult to see",13
"38026","dinner with my",13
"38027","directly related to",13
"38028","discovery of the",13
"38029","discussion on the",13
"38030","distracted by the",13
"38031","do i am",13
"38032","do i sign",13
"38033","do is get",13
"38034","do is make",13
"38035","do it i'm",13
"38036","do it like",13
"38037","do it we",13
"38038","do it well",13
"38039","do it yourself",13
"38040","do justice to",13
"38041","do my homework",13
"38042","do not care",13
"38043","do not do",13
"38044","do not give",13
"38045","do so by",13
"38046","do this by",13
"38047","do when they",13
"38048","do with that",13
"38049","do you look",13
"38050","do you play",13
"38051","does it say",13
"38052","does not get",13
"38053","doesn't feel like",13
"38054","doesn't have any",13
"38055","doesn't love a",13
"38056","doesn't need to",13
"38057","doesn't work out",13
"38058","doesn’t mean that",13
"38059","dog in the",13
"38060","doing my best",13
"38061","doing what he",13
"38062","don't look at",13
"38063","don't make a",13
"38064","don't need it",13
"38065","don't see why",13
"38066","don't take it",13
"38067","don't think i'll",13
"38068","don't think that's",13
"38069","don't want your",13
"38070","done it before",13
"38071","done the same",13
"38072","dont give a",13
"38073","dont know how",13
"38074","door in the",13
"38075","down and i",13
"38076","down the hill",13
"38077","down through the",13
"38078","drives me crazy",13
"38079","driving me crazy",13
"38080","during an interview",13
"38081","during spring training",13
"38082","during the great",13
"38083","during the season",13
"38084","during the show",13
"38085","each day i",13
"38086","each other a",13
"38087","each side of",13
"38088","earlier this season",13
"38089","early to be",13
"38090","earthquake and tsunami",13
"38091","economic development and",13
"38092","economy and the",13
"38093","education and health",13
"38094","egg whites and",13
"38095","either in the",13
"38096","either of these",13
"38097","either that or",13
"38098","el camino real",13
"38099","elementary school and",13
"38100","email address and",13
"38101","email me for",13
"38102","end of january",13
"38103","enough evidence to",13
"38104","enough that i",13
"38105","even after a",13
"38106","even at the",13
"38107","even heard of",13
"38108","even on a",13
"38109","even without the",13
"38110","events of the",13
"38111","ever ever ever",13
"38112","ever in the",13
"38113","ever seen i",13
"38114","ever wanted to",13
"38115","every little thing",13
"38116","every night and",13
"38117","every second of",13
"38118","every single person",13
"38119","every so often",13
"38120","every time a",13
"38121","every year for",13
"38122","everyone seems to",13
"38123","everyone who is",13
"38124","everything i can",13
"38125","everything i do",13
"38126","everything that has",13
"38127","everywhere i go",13
"38128","evident in the",13
"38129","exactly the kind",13
"38130","exactly what it",13
"38131","exchange for the",13
"38132","exciting to see",13
"38133","existence of the",13
"38134","expect to get",13
"38135","expected to cost",13
"38136","experience of the",13
"38137","explained to me",13
"38138","exposed to the",13
"38139","face on the",13
"38140","face when i",13
"38141","fact they are",13
"38142","failed to make",13
"38143","fall in the",13
"38144","family friends and",13
"38145","far and away",13
"38146","fate of the",13
"38147","favorite thing about",13
"38148","federal government is",13
"38149","federal government to",13
"38150","federal law enforcement",13
"38151","federal trade commission",13
"38152","feel about it",13
"38153","feel like it's",13
"38154","feel so much",13
"38155","few days the",13
"38156","few minutes i",13
"38157","few months back",13
"38158","few years the",13
"38159","ff have a",13
"38160","fight to the",13
"38161","finally got a",13
"38162","finally have a",13
"38163","find a place",13
"38164","find it and",13
"38165","find someone to",13
"38166","finished second in",13
"38167","finished third in",13
"38168","first and only",13
"38169","first at bat",13
"38170","first chance to",13
"38171","first half and",13
"38172","first major league",13
"38173","first nine months",13
"38174","first round draft",13
"38175","first things first",13
"38176","first time at",13
"38177","five years later",13
"38178","fix the problem",13
"38179","flavor of the",13
"38180","flesh and blood",13
"38181","floor of a",13
"38182","floor to ceiling",13
"38183","flow of the",13
"38184","focuses on the",13
"38185","follow me maybe",13
"38186","follow me pleasee",13
"38187","follow through on",13
"38188","follow up on",13
"38189","follow your heart",13
"38190","following me and",13
"38191","for a beautiful",13
"38192","for a brief",13
"38193","for a future",13
"38194","for a holiday",13
"38195","for a particular",13
"38196","for a private",13
"38197","for a really",13
"38198","for a young",13
"38199","for about five",13
"38200","for about three",13
"38201","for an end",13
"38202","for an event",13
"38203","for anyone else",13
"38204","for breast cancer",13
"38205","for dinner tonight",13
"38206","for following and",13
"38207","for following the",13
"38208","for following we",13
"38209","for going to",13
"38210","for her birthday",13
"38211","for her but",13
"38212","for her first",13
"38213","for her son",13
"38214","for himself and",13
"38215","for his birthday",13
"38216","for his second",13
"38217","for including us",13
"38218","for inviting me",13
"38219","for it the",13
"38220","for it this",13
"38221","for just one",13
"38222","for just the",13
"38223","for long term",13
"38224","for making my",13
"38225","for me now",13
